tour,year,season,event_completed,event_name,player_name,dg_id,fin_text,round_num,course_name,course_num,course_par,start_hole,teetime,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw,great_shots,poor_shots
pga,2020,2020,8/9/20,PGA Championship,"List, Luke",7960,T51,4,TPC Harding Park,895,70,1,9:10 AM,70,-1.377,0.335,1.162,-0.866,0.63,-0.747,308.7,0.429,0.778,0.5,36.018,24.105,0,3
pga,2020,2020,8/9/20,PGA Championship,"List, Luke",7960,T51,3,TPC Harding Park,895,70,1,8:30 AM,70,-2.713,0.762,1.073,1.295,3.131,0.418,303,0.643,0.722,0.4,31.162,24.659,2,3
pga,2020,2020,8/9/20,PGA Championship,"Lashley, Nate",10943,T37,4,TPC Harding Park,895,70,1,10:40 AM,70,-0.914,0.631,0.359,-0.822,0.167,-0.747,282,0.571,0.611,0.857,25.83,30.61,2,3
pga,2020,2020,8/9/20,PGA Championship,"Lashley, Nate",10943,T37,3,TPC Harding Park,895,70,1,11:40 AM,70,1.372,-0.428,-0.844,0.317,-0.954,0.418,294.2,0.643,0.611,0.6,92.565,34.433,6,3
pga,2020,2020,8/9/20,PGA Championship,"Thomas, Justin",14139,T37,2,TPC Harding Park,895,70,1,1:58 PM,70,-1.925,0.994,1.205,1.055,3.254,1.329,295.8,0.5,0.667,0.778,42.275,30.318,3,4
pga,2020,2020,8/9/20,PGA Championship,"Lashley, Nate",10943,T37,2,TPC Harding Park,895,70,10,12:36 PM,70,-0.606,1.261,1.024,-0.35,1.935,1.329,279.9,0.357,0.611,0.667,77.916,27.584,1,2
pga,2020,2020,8/9/20,PGA Championship,"Thomas, Justin",14139,T37,4,TPC Harding Park,895,70,1,10:50 AM,70,-2.168,-0.194,1.922,-0.306,1.421,-0.747,300.2,0.429,0.667,0.5,33.103,35.415,6,2
pga,2020,2020,8/9/20,PGA Championship,"Wiesberger, Bernd",9531,T43,3,TPC Harding Park,895,70,1,2:00 PM,70,-1.23,0.835,0.768,0.044,1.648,0.418,290.4,0.5,0.667,0.667,68.627,29.134,4,5
pga,2020,2020,8/9/20,PGA Championship,"van Rooyen, Erik",17550,T51,2,TPC Harding Park,895,70,10,12:58 PM,70,0.334,0.309,-0.85,1.536,0.995,1.329,296.7,0.429,0.611,0.667,122.133,37.754,5,5
pga,2020,2020,8/9/20,PGA Championship,"Mickelson, Phil",1547,T71,3,TPC Harding Park,895,70,1,9:30 AM,70,-1.798,-0.12,1.321,1.014,2.216,0.418,304.1,0.571,0.667,0.6,62.597,25.204,3,0
pga,2020,2020,8/9/20,PGA Championship,"Straka, Sepp",17511,T66,1,TPC Harding Park,895,70,1,2:31 PM,70,0.557,1.141,-1.457,0.874,0.558,1.115,295.1,0.357,0.611,0.625,43.634,41.186,2,3
pga,2020,2020,8/9/20,PGA Championship,"Grillo, Emiliano",12808,T66,3,TPC Harding Park,895,70,1,11:10 AM,70,0.448,-0.317,1.733,-1.447,-0.03,0.418,294.2,0.5,0.611,0.5,73.007,22.82,7,6
pga,2020,2020,8/9/20,PGA Championship,"Watson, Bubba",7334,T71,1,TPC Harding Park,895,70,1,1:25 PM,70,-0.17,0.415,-0.079,0.949,1.285,1.115,296.2,0.429,0.722,0.4,78.244,28.739,1,3
pga,2020,2020,8/9/20,PGA Championship,"Reavie, Chez",7961,T75,4,TPC Harding Park,895,70,1,7:20 AM,70,-0.575,-0.245,0.698,-0.624,-0.172,-0.747,278,0.571,0.722,0.4,22.494,29.967,3,4
pga,2020,2020,8/9/20,PGA Championship,"Reavie, Chez",7961,T75,2,TPC Harding Park,895,70,1,2:31 PM,70,0.906,-0.858,1.532,-0.251,0.423,1.329,281.3,0.571,0.556,0.636,63.281,31.716,5,4
pga,2020,2020,8/9/20,PGA Championship,"Lee, Danny",11826,T71,4,TPC Harding Park,895,70,1,7:40 AM,70,1.944,0.257,-2.986,0.039,-2.691,-0.747,288.4,0.286,0.5,0.727,65.055,44.261,2,1
pga,2020,2020,8/9/20,PGA Championship,"Watson, Bubba",7334,T71,4,TPC Harding Park,895,70,1,7:50 AM,70,-2.125,-0.831,1.182,1.028,1.378,-0.747,292.5,0.643,0.722,0.6,77.553,25.776,2,7
pga,2020,2020,8/9/20,PGA Championship,"Grillo, Emiliano",12808,T66,2,TPC Harding Park,895,70,1,7:44 AM,70,-1.399,0.725,0.943,1.06,2.728,1.329,289.1,0.5,0.611,0.667,56.282,30.307,3,3
pga,2020,2020,8/9/20,PGA Championship,"Grillo, Emiliano",12808,T66,1,TPC Harding Park,895,70,10,1:09 PM,70,-1.147,0.368,0.591,1.303,2.262,1.115,290.4,0.643,0.722,0.833,33.524,38.542,3,3
pga,2020,2020,8/9/20,PGA Championship,"Sabbatini, Rory",6283,T66,4,TPC Harding Park,895,70,1,8:00 AM,70,-1.23,-0.389,1.129,-0.256,0.483,-0.747,276.8,0.571,0.667,0.571,61.379,25.775,4,3
pga,2020,2020,8/9/20,PGA Championship,"Streelman, Kevin",8480,T58,4,TPC Harding Park,895,70,1,8:10 AM,70,-1.052,0.861,0.013,-0.568,0.305,-0.747,292.5,0.286,0.556,0.444,54.376,40.67,3,3
pga,2020,2020,8/9/20,PGA Championship,"Streelman, Kevin",8480,T58,2,TPC Harding Park,895,70,1,8:06 AM,70,0.243,-0.161,0.914,0.333,1.086,1.329,288.7,0.5,0.611,0.667,45.943,37.088,5,4
pga,2020,2020,8/9/20,PGA Championship,"Kitayama, Kurt",21891,T51,3,TPC Harding Park,895,70,1,11:20 AM,70,-1.641,0.321,-0.198,1.935,2.059,0.418,306,0.5,0.722,0.333,65.753,36.238,6,4
pga,2020,2020,8/9/20,PGA Championship,"Sabbatini, Rory",6283,T66,2,TPC Harding Park,895,70,1,12:41 PM,70,1.332,1.535,-0.682,-0.856,-0.003,1.329,276.5,0.357,0.556,0.75,55.474,42.039,2,3
pga,2020,2020,8/9/20,PGA Championship,"McCarthy, Denny",19870,T58,3,TPC Harding Park,895,70,1,12:00 PM,70,1.234,-1.026,-0.411,0.62,-0.816,0.418,293.1,0.786,0.5,0.636,58.036,35.937,1,1
pga,2020,2020,8/9/20,PGA Championship,"McCarthy, Denny",19870,T58,1,TPC Harding Park,895,70,10,1:53 PM,70,1.502,-0.56,-0.051,0.224,-0.387,1.115,284.3,0.571,0.5,0.6,54.335,32.537,2,2
pga,2020,2020,8/9/20,PGA Championship,"Hoge, Tom",15575,T58,4,TPC Harding Park,895,70,1,8:30 AM,70,1.913,-0.062,-2.196,-0.401,-2.66,-0.747,290.8,0.357,0.556,0.583,59.68,40.66,4,4
pga,2020,2020,8/9/20,PGA Championship,"Hadwin, Adam",13965,T58,3,TPC Harding Park,895,70,1,12:20 PM,70,0.89,-0.385,0.227,-0.315,-0.472,0.418,292.6,0.429,0.5,0.714,99.618,22.533,2,2
pga,2020,2020,8/9/20,PGA Championship,"Woodland, Gary",12577,T58,4,TPC Harding Park,895,70,1,8:20 AM,70,0.523,-0.233,-1.085,0.049,-1.27,-0.747,294.8,0.429,0.556,0.727,56.359,35.23,4,4
pga,2022,2022,6/19/22,U.S. Open,"Hoag, Bo",14081,CUT,2,The Country Club,654,70,10,8:46 AM,75,0.13,-0.88,-1.14,-1.12,-3.14,-3.006,276.6,0.286,,,,,,
pga,2022,2022,6/19/22,U.S. Open,"Griffin, Lanto",15330,CUT,2,The Country Club,654,70,1,2:20 PM,75,-1.98,-1.52,-0.43,0.93,-1.03,-3.006,306.9,0.571,,,,,,
pga,2022,2022,6/19/22,U.S. Open,"Merritt, Troy",13367,CUT,1,The Country Club,654,70,1,7:07 AM,75,-0.43,-1.26,0.66,-1.2,-1.8,-2.231,274.6,0.643,,,,,,
pga,2022,2022,6/19/22,U.S. Open,"Nakajima, Keita",21074,CUT,2,The Country Club,654,70,10,8:14 AM,75,-1.94,-1.79,-0.43,1.16,-1.07,-3.006,318.4,0.714,,,,,,
pga,2022,2022,6/19/22,U.S. Open,"Seiffert, Chase",17509,CUT,2,The Country Club,654,70,10,6:45 AM,75,-1.48,-1.18,-0.4,0.06,-1.53,-3.006,298.8,0.286,,,,,,
pga,2022,2022,6/19/22,U.S. Open,"Mouw, William",29770,CUT,1,The Country Club,654,70,1,7:07 AM,75,-1.34,2.16,-3.19,0.14,-0.89,-2.231,309.6,0.5,,,,,,
pga,2022,2022,6/19/22,U.S. Open,"Dumont de Chassart, Adrien",22002,CUT,2,The Country Club,654,70,1,8:46 AM,75,1.53,-0.18,-2.26,-2.09,-4.54,-3.006,296.3,0.286,,,,,,
pga,2022,2022,6/19/22,U.S. Open,"Moldovan, Maxwell",29769,CUT,1,The Country Club,654,70,10,12:41 PM,75,-1.74,0.1,-1.54,0.95,-0.49,-2.231,280.9,0.786,,,,,,
pga,2022,2022,6/19/22,U.S. Open,"Berger, Daniel",17606,CUT,2,The Country Club,654,70,10,1:25 PM,75,-2.5,-0.02,-0.64,0.14,-0.51,-3.006,318,0.5,,,,,,
pga,2022,2022,6/19/22,U.S. Open,"Crocker, Sean",23610,CUT,2,The Country Club,654,70,1,6:45 AM,75,1.52,-1.3,-2.44,-0.78,-4.53,-3.006,293.9,0.143,,,,,,
pga,2022,2022,6/19/22,U.S. Open,"Shepherd, Laird",28617,CUT,1,The Country Club,654,70,10,8:13 AM,75,-0.46,-0.78,-0.62,-0.37,-1.77,-2.231,303.1,0.5,,,,,,
pga,2022,2022,6/19/22,U.S. Open,"Olesen, Thorbjorn",13412,CUT,1,The Country Club,654,70,1,12:41 PM,75,1.04,-2.13,-1.77,0.62,-3.27,-2.231,305.6,0.714,,,,,,
pga,2022,2022,6/19/22,U.S. Open,"Lee, Danny",11826,CUT,2,The Country Club,654,70,10,8:14 AM,75,-1.69,-0.46,-0.24,-0.61,-1.32,-3.006,303.9,0.429,,,,,,
pga,2022,2022,6/19/22,U.S. Open,"Reiter, Charlie",24303,CUT,2,The Country Club,654,70,10,8:57 AM,75,1.33,-2.34,-0.48,-1.51,-4.34,-3.006,292.6,0.286,,,,,,
pga,2022,2022,6/19/22,U.S. Open,"Salinda, Isaiah",27183,CUT,2,The Country Club,654,70,10,8:57 AM,75,-0.17,0.05,-0.12,-2.77,-2.84,-3.006,297.1,0.286,,,,,,
pga,2022,2022,6/19/22,U.S. Open,"Koepka, Brooks",16243,55,3,The Country Club,654,70,1,1:28 PM,75,1.85,-1.11,-2.77,0.56,-3.32,-1.469,334.7,0.286,,,,,,
pga,2022,2022,6/19/22,U.S. Open,"DeChambeau, Bryson",19841,T56,4,The Country Club,654,70,1,9:33 AM,75,-0.25,-0.29,-1.97,-0.4,-2.66,-2.906,303,0.5,,,,,,
pga,2022,2022,6/19/22,U.S. Open,"Murray, Grayson",14655,63,1,The Country Club,654,70,1,8:13 AM,75,-1.72,-0.41,0.36,-0.46,-0.51,-2.231,305.1,0.357,,,,,,
pga,2022,2022,6/19/22,U.S. Open,"Homa, Max",17538,T47,3,The Country Club,654,70,1,11:06 AM,75,-1.14,0.79,-1.47,0.35,-0.33,-1.469,289.3,0.714,,,,,,
pga,2022,2022,6/19/22,U.S. Open,"Gotterup, Chris",27774,T43,3,The Country Club,654,70,1,10:44 AM,75,-2.84,-0.1,1.83,-0.36,1.37,-1.469,318.4,0.357,,,,,,
pga,2022,2022,6/19/22,U.S. Open,"Reed, Patrick",14838,T49,3,The Country Club,654,70,1,12:28 PM,75,-0.36,1.73,-1.98,-0.87,-1.11,-1.469,281.9,0.429,,,,,,
pga,2022,2022,6/19/22,U.S. Open,"Stevens, Sam",25569,T49,4,The Country Club,654,70,1,10:55 AM,75,-1.8,-0.66,-0.66,0.21,-1.11,-2.906,298.4,0.571,,,,,,
pga,2022,2022,6/19/22,U.S. Open,"Rodgers, Patrick",16283,T31,3,The Country Club,654,70,1,2:50 PM,75,-0.26,0.49,-1.75,0.05,-1.21,-1.469,305.9,0.5,,,,,,
pga,2022,2022,6/19/22,U.S. Open,"Wise, Aaron",22051,T27,3,The Country Club,654,70,1,3:23 PM,75,0.01,-1.03,-1.29,0.85,-1.48,-1.469,314.9,0.571,,,,,,
pga,2022,2022,6/19/22,U.S. Open,"Harman, Brian",8825,T43,3,The Country Club,654,70,1,2:50 PM,75,-0.08,-2.07,0.82,-0.14,-1.39,-1.469,284.8,0.571,,,,,,
pga,2023,2023,6/18/23,U.S. Open,"Noren, Alex",10419,CUT,2,The Los Angeles Country Club (North Course),43,70,10,7:40 AM,75,-2.88,0.277,-0.485,0.305,0.098,-2.782,297.4,0.615,0.611,0.364,37.5,45.853,2,6
pga,2023,2023,6/18/23,U.S. Open,"Hardy, Nick",19865,T20,3,The Los Angeles Country Club (North Course),43,70,1,1:56 PM,75,-2.558,0.77,-1.613,0.247,-0.596,-3.154,306.1,0.692,0.611,0.583,61.25,40.513,4,11
pga,2023,2023,6/18/23,U.S. Open,"Matsuyama, Hideki",13562,T32,4,The Los Angeles Country Club (North Course),43,70,1,1:35 PM,75,-2.529,-0.538,-1.699,1.366,-0.871,-3.4,301.2,0.846,0.667,0.364,97.333,45.521,5,7
pga,2020,2021,11/15/20,Masters Tournament,"Matsuyama, Hideki",13562,T13,4,Augusta National Golf Club,14,72,1,8:55 AM,72,,,,,,0.167,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Leishman, Marc",7649,T13,2,Augusta National Golf Club,14,72,1,1:46 PM,72,,,,,,-0.189,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Matsuyama, Hideki",13562,T13,3,Augusta National Golf Club,14,72,1,11:37 AM,72,,,,,,-0.233,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Cantlay, Patrick",15466,T17,4,Augusta National Golf Club,14,72,1,8:55 AM,72,,,,,,0.167,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Champ, Cameron",23542,T19,4,Augusta National Golf Club,14,72,1,8:44 AM,72,,,,,,0.167,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Scheffler, Scottie",18417,T19,3,Augusta National Golf Club,14,72,1,10:53 AM,72,,,,,,-0.233,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Reed, Patrick",14838,T10,4,Augusta National Golf Club,14,72,1,9:17 AM,72,,,,,,0.167,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Rahm, Jon",19195,T7,3,Augusta National Golf Club,14,72,1,11:48 AM,72,,,,,,-0.233,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Frittelli, Dylan",11955,T5,4,Augusta National Golf Club,14,72,1,9:28 AM,72,,,,,,0.167,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Molinari, Francesco",7655,CUT,1,Augusta National Golf Club,14,72,10,2:48 PM,72,,,,,,-0.587,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Weir, Mike",5513,T51,2,Augusta National Golf Club,14,72,10,2:52 PM,72,,,,,,-0.189,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Perez, Victor",20730,T46,4,Augusta National Golf Club,14,72,10,9:17 AM,72,,,,,,0.167,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Wiesberger, Bernd",9531,58,2,Augusta National Golf Club,14,72,10,9:52 AM,72,,,,,,-0.189,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Augenstein, John",26211,T55,2,Augusta National Golf Club,14,72,10,9:41 AM,72,,,,,,-0.189,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Cabrera Bello, Rafa",7457,T51,4,Augusta National Golf Club,14,72,10,9:28 AM,72,,,,,,0.167,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Putnam, Andrew",14704,CUT,2,Augusta National Golf Club,14,72,1,10:36 AM,72,,,,,,-0.189,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"An, Byeong Hun",14459,CUT,1,Augusta National Golf Club,14,72,10,2:26 PM,72,,,,,,-0.587,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Woodland, Gary",12577,CUT,1,Augusta National Golf Club,14,72,10,11:06 AM,72,,,,,,-0.587,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"McDowell, Graeme",7548,CUT,1,Augusta National Golf Club,14,72,10,11:17 AM,72,,,,,,-0.587,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Reavie, Chez",7961,T29,2,Augusta National Golf Club,14,72,1,9:41 AM,72,,,,,,-0.189,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Reavie, Chez",7961,T29,3,Augusta National Golf Club,14,72,10,11:04 AM,72,,,,,,-0.233,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Taylor, Nick",13126,T29,1,Augusta National Golf Club,14,72,10,2:15 PM,72,,,,,,-0.587,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Taylor, Nick",13126,T29,2,Augusta National Golf Club,14,72,1,9:30 AM,72,,,,,,-0.189,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Taylor, Nick",13126,T29,4,Augusta National Golf Club,14,72,10,8:00 AM,72,,,,,,0.167,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Scott, Adam",6430,T34,2,Augusta National Golf Club,14,72,10,10:03 AM,72,,,,,,-0.189,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Kim, Si Woo",14609,T34,4,Augusta National Golf Club,14,72,10,8:22 AM,72,,,,,,0.167,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Poulter, Ian",1435,T25,1,Augusta National Golf Club,14,72,10,11:06 AM,72,,,,,,-0.587,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Imahira, Shugo",13485,T44,3,Augusta National Golf Club,14,72,10,10:31 AM,72,,,,,,-0.233,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Spieth, Jordan",14636,T46,4,Augusta National Golf Club,14,72,10,9:28 AM,72,,,,,,0.167,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Fitzpatrick, Matt",17646,T46,4,Augusta National Golf Club,14,72,10,9:17 AM,72,,,,,,0.167,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Imahira, Shugo",13485,T44,1,Augusta National Golf Club,14,72,10,2:15 PM,72,,,,,,-0.587,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Ogletree, Andy",27597,T34,4,Augusta National Golf Club,14,72,10,8:33 AM,72,,,,,,0.167,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Woods, Tiger",5321,T38,3,Augusta National Golf Club,14,72,1,10:42 AM,72,,,,,,-0.233,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Horschel, Billy",11276,T38,3,Augusta National Golf Club,14,72,1,10:42 AM,72,,,,,,-0.233,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Finau, Tony",11676,T38,4,Augusta National Golf Club,14,72,10,9:06 AM,72,,,,,,0.167,,,,,,,,
pga,2021,2021,3/14/21,THE PLAYERS Championship,"NeSmith, Matt",16433,CUT,2,TPC Sawgrass,11,72,10,6:45 AM,72,-0.74,0.551,0.595,-0.367,0.779,0.039,290.9,0.643,0.778,0.5,63.895,39.388,5,4
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Schauffele, Xander",19895,CUT,2,TPC Sawgrass,11,72,1,1:22 PM,72,-0.624,0.608,-0.586,0.641,0.663,0.039,291,0.571,0.722,0.571,56.6,29.572,4,4
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Lahiri, Anirban",12669,CUT,2,TPC Sawgrass,11,72,1,6:56 AM,72,1.038,-0.479,-1.001,0.481,-0.999,0.039,285.5,0.571,0.667,0.571,79.198,36.269,5,3
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Brown, Scott",11330,T61,3,TPC Sawgrass,11,72,1,12:15 PM,72,-1.232,-1.674,1.138,0.853,0.317,-0.915,285,0.714,0.722,0.4,58.69,32.874,3,3
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Harrington, Scott",8479,T61,1,TPC Sawgrass,11,72,10,2:06 PM,72,1.496,1.806,-0.133,-1.364,0.309,1.805,289,0.357,0.556,0.857,79.227,31.821,6,6
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Hickok, Kramer",21237,T58,3,TPC Sawgrass,11,72,1,11:45 AM,72,2.136,-0.45,-2.595,-0.006,-3.051,-0.915,284.7,0.571,0.5,0.769,48.93,44.053,2,3
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Stuard, Brian",13022,T58,3,TPC Sawgrass,11,72,1,11:35 AM,72,1.018,0.294,-2.541,0.314,-1.933,-0.915,271.5,0.786,0.556,0.75,137.601,27.386,2,2
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Knox, Russell",13831,T67,3,TPC Sawgrass,11,72,1,8:15 AM,72,1.144,0.42,-0.942,-1.537,-2.059,-0.915,278.2,0.5,0.556,0.875,80.262,30.107,1,3
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Vegas, Jhonattan",13508,T61,3,TPC Sawgrass,11,72,1,8:55 AM,72,0.213,-0.843,-1.463,1.178,-1.128,-0.915,290.6,0.643,0.667,0.625,107.781,27.704,0,3
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Wise, Aaron",22051,T65,3,TPC Sawgrass,11,72,1,9:40 AM,72,-1.673,0.908,-0.316,0.166,0.758,-0.915,287.9,0.571,0.722,0.556,52.386,31.599,4,4
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Scott, Adam",6430,T48,1,TPC Sawgrass,11,72,1,1:11 PM,72,-0.21,1.082,2.143,-1.21,2.015,1.805,301.4,0.286,0.611,0.4,54.203,30.913,8,7
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Glover, Lucas",7399,T48,3,TPC Sawgrass,11,72,1,8:45 AM,72,1.58,0.504,-0.708,-2.291,-2.495,-0.915,283,0.643,0.611,1,8.122,35.167,5,6
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Kirk, Chris",12423,T48,1,TPC Sawgrass,11,72,1,2:06 PM,72,-0.319,0.952,0.425,0.748,2.124,1.805,283.6,0.714,0.667,0.667,46.193,39.119,1,2
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Steele, Brendan",11019,T41,1,TPC Sawgrass,11,72,1,1:22 PM,72,-0.094,1.383,-0.956,1.473,1.899,1.805,285.5,0.714,0.667,0.857,39.617,30.706,2,2
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Steele, Brendan",11019,T41,2,TPC Sawgrass,11,72,10,8:02 AM,72,-0.95,-0.072,0.457,0.604,0.989,0.039,282.2,0.5,0.667,0.571,68.328,24.652,2,1
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Lee, Kyoung-Hoon",13497,T41,1,TPC Sawgrass,11,72,10,12:16 PM,72,0.607,0.8,-1.223,1.622,1.198,1.805,290.2,0.714,0.722,0.25,61.5,35.472,3,3
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Lee, Kyoung-Hoon",13497,T41,4,TPC Sawgrass,11,72,1,10:10 AM,72,-1.293,-1.616,1.493,0.994,0.87,-0.423,289.6,0.571,0.722,0.286,46.401,20.821,6,7
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Bezuidenhout, Christiaan",18103,T41,2,TPC Sawgrass,11,72,10,1:55 PM,72,0.746,0.661,-0.741,-0.627,-0.707,0.039,276.8,0.571,0.556,0.778,58.078,31.262,2,2
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Thompson, Michael",12946,T48,3,TPC Sawgrass,11,72,1,8:35 AM,72,-0.174,-0.365,-0.672,0.296,-0.741,-0.915,282.6,0.857,0.667,0.667,,34.662,1,3
pga,2021,2021,3/14/21,THE PLAYERS Championship,"List, Luke",7960,CUT,2,TPC Sawgrass,11,72,10,8:46 AM,72,-0.224,-0.53,-0.311,1.104,0.263,0.039,288.6,0.643,0.778,0.5,41.667,35.848,3,3
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Schenk, Adam",19477,CUT,1,TPC Sawgrass,11,72,10,8:57 AM,72,-1.207,0.181,1.773,1.059,3.012,1.805,275.7,0.714,0.778,0.667,79.306,29.83,2,3
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Taylor, Nick",13126,T48,3,TPC Sawgrass,11,72,1,8:05 AM,72,-0.382,1.319,-0.882,-0.97,-0.533,-0.915,284.6,0.5,0.5,0.727,44.228,28.255,4,5
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Johnson, Zach",6986,T41,3,TPC Sawgrass,11,72,1,10:40 AM,72,0.827,0.15,-1.923,0.031,-1.742,-0.915,285.3,0.429,0.667,0.75,47.821,37.931,3,1
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Hovland, Viktor",18841,CUT,1,TPC Sawgrass,11,72,10,7:29 AM,72,1.564,-2.041,1.618,0.665,0.241,1.805,285.1,0.786,0.722,0.333,82.246,26.8,4,3
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Putnam, Andrew",14704,CUT,2,TPC Sawgrass,11,72,1,1:44 PM,72,-0.721,0.455,-0.375,0.68,0.76,0.039,273.8,0.714,0.611,0.625,121.619,31.523,0,6
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Ryder, Sam",16715,CUT,1,TPC Sawgrass,11,72,1,8:57 AM,72,0.309,-0.738,1.606,0.629,1.496,1.805,274.9,0.714,0.778,0.6,96.952,30.395,1,2
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Hughes, Mackenzie",15556,CUT,2,TPC Sawgrass,11,72,1,7:29 AM,72,3.133,-1.267,-1.76,-0.067,-3.094,0.039,282.6,0.429,0.611,0.5,77.251,43.903,5,4
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Dahmen, Joel",14509,CUT,1,TPC Sawgrass,11,72,1,8:46 AM,72,-1.45,0.653,1.999,0.604,3.255,1.805,285.3,0.5,0.722,0.857,22.756,26.323,4,5
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Landry, Andrew",14000,CUT,1,TPC Sawgrass,11,72,1,1:22 PM,72,2.388,-0.13,-0.859,0.407,-0.583,1.805,279.4,0.643,0.5,0.75,28.642,30.784,4,3
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Hoag, Bo",14081,CUT,2,TPC Sawgrass,11,72,10,8:46 AM,72,-1.473,-0.426,-0.003,1.941,1.512,0.039,281.8,0.929,0.778,0.5,,32.475,3,4
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Kizzire, Patton",13470,T35,3,TPC Sawgrass,11,72,1,1:10 PM,72,0.536,0.43,-1.596,-0.285,-1.451,-0.915,284.3,0.714,0.611,0.7,62.048,37.204,0,2
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Lee, Danny",11826,CUT,1,TPC Sawgrass,11,72,1,2:17 PM,72,0.361,-0.467,1.365,0.547,1.444,1.805,287.6,0.714,0.889,0.5,48.563,31.982,3,4
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Mickelson, Phil",1547,T35,2,TPC Sawgrass,11,72,10,12:27 PM,72,1.067,-1.935,2.034,-1.127,-1.028,0.039,291.3,0.643,0.722,0.545,39.253,36.805,5,3
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Westwood, Lee",4052,2,4,TPC Sawgrass,11,72,1,1:50 PM,72,1.84,0.306,-0.725,-1.843,-2.263,-0.423,278.4,0.429,0.556,0.778,47.578,44.11,3,6
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Im, Sungjae",17488,T17,1,TPC Sawgrass,11,72,1,7:18 AM,72,-0.32,0.067,1.392,0.667,2.125,1.805,277.8,0.643,0.722,0.625,143.832,35.71,4,4
